Titre,Titre2,Nom,Nom2,Avis,Note Générale,Équilibre vie professionnelle / personnelle,Salaire/Avantages sociaux,Sécurité de l'emploi/Évolution de carrière,Management,Culture d'entreprise
"Formateur(trice) Développement web en JavaScript, PHP et SQL","Formateur(trice) Développement web en JavaScript, PHP et SQL - Nantes (44) - Indeed.fr",3W Academy,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F),ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F) - Nantes (44) - Indeed.fr,Euro Information,Euro Information,7,"3,9","4,4","3,4","3,8","3,4","3,4"
ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F),ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F) - Nantes (44) - Indeed.fr,Euro Information,Euro Information,7,"3,9","4,4","3,4","3,8","3,4","3,4"
Développeur front end (applications navales) H/F,Développeur front end (applications navales) H/F - Nantes (44) - Indeed.fr,Naval Group,Naval Group,158,"4,2","4,2","4,2","3,8","3,6","3,9"
CONCEPTEUR-DÉVELOPPEUR FRONT-END H/F,CONCEPTEUR-DÉVELOPPEUR FRONT-END H/F - 44000 Nantes - Indeed.fr,Cooptalis,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ANALYSTE DÉVELOPPEUR - GESTION DE BILAN (H/F),ANALYSTE DÉVELOPPEUR - GESTION DE BILAN (H/F) - Nantes (44) - Indeed.fr,Euro Information,Euro Information,7,"3,9","4,4","3,4","3,8","3,4","3,4"
ANALYSTE DÉVELOPPEUR WEB (H/F),ANALYSTE DÉVELOPPEUR WEB (H/F) - Nantes (44) - Indeed.fr,Euro Information,Euro Information,7,"3,9","4,4","3,4","3,8","3,4","3,4"
Développeur/Développeuse logiciel de gestion C++,Développeur/Développeuse logiciel de gestion C++ - 44100 Nantes - Indeed.fr,Logicmax Technologie,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ingénieur développement Java J2E H/F,Ingénieur développement Java J2E H/F - Nantes (44) - Indeed.fr,Scalian,Scalian,10,"2,9","3,2","2,3","1,9","2,0","2,8"
Développeur front-end Angular 6 Typescript - H/F,Développeur front-end Angular 6 Typescript - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Développeur Backend GO (Client final) - H/F,Développeur Backend GO (Client final) - H/F - Sainte-Luce-sur-Loire (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Consultant Fonctionnel Sharepoint – (H/F),Consultant Fonctionnel Sharepoint – (H/F) - Nantes (44) - Indeed.fr,Metsys,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Confirmé Javaee & Angular - H/f,Développeur Confirmé Javaee & Angular - H/f - 44000 Nantes - Indeed.fr,DAVEO,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Back-End Symfony / API (Éditeur) - H/F,Développeur Back-End Symfony / API (Éditeur) - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Développeur confirmé Java/JEE F/H,Développeur confirmé Java/JEE F/H - Nantes (44) - Indeed.fr,INTITEK,INTITEK,2,"2,0","3,0","2,0","2,5","2,0","2,0"
Développeur confirmé iOS / Swift (client final) - H/F,Développeur confirmé iOS / Swift (client final) - H/F - Sainte-Luce-sur-Loire (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Développeur applications mobiles (F/H),Développeur applications mobiles (F/H) - Nantes (44) - Indeed.fr,CELAD,CELAD,8,"4,1","4,0","3,3","3,1","3,4","3,6"
Ingénieur en Intégration Applicative F/H,Ingénieur en Intégration Applicative F/H - Nantes (44) - Indeed.fr,NEO SOFT SERVICES,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Web Developer H/F,Web Developer H/F - Nantes (44) - Indeed.fr,JES,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur PHP,Développeur PHP - Carquefou (44) - Indeed.fr,MOTION4EVER,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Back-end Java - H/F,Développeur Back-end Java - H/F - 44000 Nantes - Indeed.fr,INTITEK,INTITEK,2,"2,0","3,0","2,0","2,5","2,0","2,0"
Développeur front end (applications navales) H/F,Développeur front end (applications navales) H/F - Nantes (44) - Indeed.fr,Naval Group,Naval Group,158,"4,2","4,2","4,2","3,8","3,6","3,9"
Développeur/Développeuse logiciel de gestion C++,Développeur/Développeuse logiciel de gestion C++ - 44100 Nantes - Indeed.fr,Logicmax Technologie,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F),ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F) - Nantes (44) - Indeed.fr,Euro Information,Euro Information,7,"3,9","4,4","3,4","3,8","3,4","3,4"
"Formateur(trice) Développement web en JavaScript, PHP et SQL","Formateur(trice) Développement web en JavaScript, PHP et SQL - Nantes (44) - Indeed.fr",3W Academy,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ANALYSTE DÉVELOPPEUR - GESTION DE BILAN (H/F),ANALYSTE DÉVELOPPEUR - GESTION DE BILAN (H/F) - Nantes (44) - Indeed.fr,Euro Information,Euro Information,7,"3,9","4,4","3,4","3,8","3,4","3,4"
CONCEPTEUR-DÉVELOPPEUR FRONT-END H/F,CONCEPTEUR-DÉVELOPPEUR FRONT-END H/F - 44000 Nantes - Indeed.fr,Cooptalis,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Web (H/F),Développeur Web (H/F) - 44200 Nantes - Indeed.fr,Niji,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Symfony (H/F),Développeur Symfony (H/F) - 44200 Nantes - Indeed.fr,Niji,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur PHP Symfony H/F,Développeur PHP Symfony H/F - Nantes (44) - Indeed.fr,EXTERNATIC,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Architecte Web (H/F),Architecte Web (H/F) - 44200 Nantes - Indeed.fr,Niji,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Front-End (H/F),Développeur Front-End (H/F) - Nantes (44) - Indeed.fr,Alternium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019-02-04 04/02/2019,2019-02-04 04/02/2019 - Nantes (44) - Indeed.fr,CTS Corporate,CTS Corporation,258,"3,8","3,8","3,5","3,3","3,4","3,5"
Développeur PHP confirmé (H/F) - Agence Web,Développeur PHP confirmé (H/F) - Agence Web - Nantes (44) - Indeed.fr,Neovity,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ingénieur Développeur Junior Java/JEE H/F,Ingénieur Développeur Junior Java/JEE H/F - Nantes (44) - Indeed.fr,Orange,Orange,2,"4,1","4,0","3,8","3,6","3,7","3,9"
Développeur back-end Java Docker (éditeur R&D) - H/F,Développeur back-end Java Docker (éditeur R&D) - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Développeur front-end Angular / Java - H/F,Développeur front-end Angular / Java - H/F - La Chapelle-sur-Erdre (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Web Developer H/F,Web Developer H/F - Nantes (44) - Indeed.fr,JES,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur PHP,Développeur PHP - Carquefou (44) - Indeed.fr,MOTION4EVER,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Back-end Java - H/F,Développeur Back-end Java - H/F - 44000 Nantes - Indeed.fr,INTITEK,INTITEK,2,"2,0","3,0","2,0","2,5","2,0","2,0"
Développeur front end (applications navales) H/F,Développeur front end (applications navales) H/F - Nantes (44) - Indeed.fr,Naval Group,Naval Group,158,"4,2","4,2","4,2","3,8","3,6","3,9"
ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F),ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F) - Nantes (44) - Indeed.fr,Euro Information,Euro Information,7,"3,9","4,4","3,4","3,8","3,4","3,4"
Développeur/Développeuse logiciel de gestion C++,Développeur/Développeuse logiciel de gestion C++ - 44100 Nantes - Indeed.fr,Logicmax Technologie,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur PHP confirmé - Agence Web - H/F,Développeur PHP confirmé - Agence Web - H/F - 44100 Nantes - Indeed.fr,NEOVITY,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Web Developer H/F,Web Developer H/F - Nantes (44) - Indeed.fr,JES,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Java JEE H/F,Développeur Java JEE H/F - Nantes (44) - Indeed.fr,GFI,GFI,108,"3,3","3,4","2,8","2,8","2,9","3,0"
Ingénieur développement Java J2E H/F,Ingénieur développement Java J2E H/F - Nantes (44) - Indeed.fr,Scalian,Scalian,10,"2,9","3,2","2,3","1,9","2,0","2,8"
Développeur back-end PHP / Cloud AWS (FinTech) - H/F,Développeur back-end PHP / Cloud AWS (FinTech) - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Afterwork Spécial Développeurs @ OUI.sncf,Afterwork Spécial Développeurs @ OUI.sncf - Nantes (44) - Indeed.fr,OUI.sncf,OUI.sncf,7,"3,4","3,9","3,4","3,6","2,6","3,3"
Lead développeur front-end / Angular (client final) - H/F,Lead développeur front-end / Angular (client final) - H/F - Sainte-Luce-sur-Loire (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Concepteur - Développeur Java JEE / Angular - H/F,Concepteur - Développeur Java JEE / Angular - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Développeur Fullstack Java / Javascript (Agence) - H/F,Développeur Fullstack Java / Javascript (Agence) - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Développeur PHP Symfony / React - H/F,Développeur PHP Symfony / React - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Développeur Symfony 4 / PostgreSQL (éditeur) - H/F,Développeur Symfony 4 / PostgreSQL (éditeur) - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
INGÉNIEUR DÉVELOPPEUR PRODUIT JAVA/WEB JUNIOR (F/H),INGÉNIEUR DÉVELOPPEUR PRODUIT JAVA/WEB JUNIOR (F/H) - Nantes (44) - Indeed.fr,Randstad Search,Randstad,12,"3,7","3,6","3,3","3,1","3,4","3,5"
INGÉNIEUR DÉVELOPPEUR PRODUIT JAVA/WEB (F/H),INGÉNIEUR DÉVELOPPEUR PRODUIT JAVA/WEB (F/H) - Nantes (44) - Indeed.fr,Randstad Search,Randstad,12,"3,7","3,6","3,3","3,1","3,4","3,5"
"Formateur(trice) Développement web en JavaScript, PHP et SQL","Formateur(trice) Développement web en JavaScript, PHP et SQL - Nantes (44) - Indeed.fr",3W Academy,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur.se Back-end Java / Jee - H/F,Développeur.se Back-end Java / Jee - H/F - 44100 Nantes - Indeed.fr,INTITEK,INTITEK,2,"2,0","3,0","2,0","2,5","2,0","2,0"
ANALYSTE DÉVELOPPEUR WEB (H/F),ANALYSTE DÉVELOPPEUR WEB (H/F) - Nantes (44) - Indeed.fr,Euro Information,Euro Information,7,"3,9","4,4","3,4","3,8","3,4","3,4"
Développeur front end (applications navales) H/F,Développeur front end (applications navales) H/F - Nantes (44) - Indeed.fr,Naval Group,Naval Group,158,"4,2","4,2","4,2","3,8","3,6","3,9"
Développeur/Développeuse logiciel de gestion C++,Développeur/Développeuse logiciel de gestion C++ - 44100 Nantes - Indeed.fr,Logicmax Technologie,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Web Developer H/F,Web Developer H/F - Nantes (44) - Indeed.fr,JES,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CONCEPTEUR-DÉVELOPPEUR FRONT-END H/F,CONCEPTEUR-DÉVELOPPEUR FRONT-END H/F - 44000 Nantes - Indeed.fr,Cooptalis,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur PHP confirmé (H/F) - Agence Web,Développeur PHP confirmé (H/F) - Agence Web - Nantes (44) - Indeed.fr,Neovity,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F),ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F) - Nantes (44) - Indeed.fr,Euro Information,Euro Information,7,"3,9","4,4","3,4","3,8","3,4","3,4"
Developpeur Fullstack Java H/f,Developpeur Fullstack Java H/f - 44300 Nantes - Indeed.fr,ACII,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur fullstack Vue / PHP - H/F,Développeur fullstack Vue / PHP - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
DÉVELOPPEURS WEB H/F,DÉVELOPPEURS WEB H/F - Nantes (44) - Indeed.fr,JBL Conseil,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur fullstack Java / Angular - H/F,Développeur fullstack Java / Angular - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Développeur Back Javaspring (F/H),Développeur Back Javaspring (F/H) - Nantes (44) - Indeed.fr,CELAD,CELAD,8,"4,1","4,0","3,3","3,1","3,4","3,6"
Développeur Java Back End (H/F),Développeur Java Back End (H/F) - Nantes (44) - Indeed.fr,Experis Executive,Experis,596,"3,6","3,6","3,4","2,8","3,3","3,4"
Développeurs JAVA J2EE F/H,Développeurs JAVA J2EE F/H - Nantes (44) - Indeed.fr,ELEPHANT TECHNOLOGIES,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tech Lead Java JEE H/F,Tech Lead Java JEE H/F - Nantes (44) - Indeed.fr,Aubay,Aubay,32,"3,6","3,8","3,1","3,1","3,3","3,6"
Développeur fullstack JS (éditeur SaaS) - H/F,Développeur fullstack JS (éditeur SaaS) - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Développeur fullstack PHP Symfony 2 / React - H/F,Développeur fullstack PHP Symfony 2 / React - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Développeur Full-Stack JavaScript / C# H/F - Le Mans,Développeur Full-Stack JavaScript / C# H/F - Le Mans - Pays de la Loire - Indeed.fr,Exolys,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Java JEE H/F,Développeur Java JEE H/F - Nantes (44) - Indeed.fr,GFI,GFI,108,"3,3","3,4","2,8","2,8","2,9","3,0"
Développeur Mobile cross plateforme - Agence Web - H/F,Développeur Mobile cross plateforme - Agence Web - H/F - 44100 Nantes - Indeed.fr,NEOVITY,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur/Développeuse logiciel de gestion C++,Développeur/Développeuse logiciel de gestion C++ - 44100 Nantes - Indeed.fr,Logicmax Technologie,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur front end (applications navales) H/F,Développeur front end (applications navales) H/F - Nantes (44) - Indeed.fr,Naval Group,Naval Group,158,"4,2","4,2","4,2","3,8","3,6","3,9"
Développeur PHP,Développeur PHP - Carquefou (44) - Indeed.fr,MOTION4EVER,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Java JEE H/F,Développeur Java JEE H/F - Nantes (44) - Indeed.fr,GFI,GFI,108,"3,3","3,4","2,8","2,8","2,9","3,0"
ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F),ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F) - Nantes (44) - Indeed.fr,Euro Information,Euro Information,7,"3,9","4,4","3,4","3,8","3,4","3,4"
Développeur Mobile cross plateforme - Agence Web - H/F,Développeur Mobile cross plateforme - Agence Web - H/F - 44100 Nantes - Indeed.fr,NEOVITY,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Concepteur Développeur Power BI H/F,Concepteur Développeur Power BI H/F - Nantes (44) - Indeed.fr,CGI,CGI Group,2,"3,7","3,7","3,5","3,3","3,3","3,5"
Développeur H/F,Développeur H/F - Nantes (44) - Indeed.fr,Compte Nickel,Compte Nickel,13,"3,6","3,8","2,8","3,6","3,8","3,7"
Concepteur Développeur React JS / Freelance,Concepteur Développeur React JS / Freelance - Nantes (44) - Indeed.fr,HitBiz,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Fullstack PHP/JS H/F,Développeur Fullstack PHP/JS H/F - Nantes (44) - Indeed.fr,EXTERNATIC,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur fullstack symfony / JS H/F,Développeur fullstack symfony / JS H/F - Nantes (44) - Indeed.fr,EXTERNATIC,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Full Stack Java/JS H/F,Développeur Full Stack Java/JS H/F - Nantes (44) - Indeed.fr,EXTERNATIC,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur serveur Java ou JS (éditeur) - H/F,Développeur serveur Java ou JS (éditeur) - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Développeur fullstack Symfony / React Material-UI - H/F,Développeur fullstack Symfony / React Material-UI - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Développeur fullstack JS H/F,Développeur fullstack JS H/F - Nantes (44) - Indeed.fr,EXTERNATIC,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur fullstack Java / React.JS (FinTech) - H/F,Développeur fullstack Java / React.JS (FinTech) - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Web Developer H/F,Web Developer H/F - Nantes (44) - Indeed.fr,JES,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ANALYSTE DÉVELOPPEUR WEB (H/F),ANALYSTE DÉVELOPPEUR WEB (H/F) - Nantes (44) - Indeed.fr,Euro Information,Euro Information,7,"3,9","4,4","3,4","3,8","3,4","3,4"
Lead développeur web F/H,Lead développeur web F/H - Nantes (44) - Indeed.fr,S&You,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur/Développeuse logiciel de gestion C++,Développeur/Développeuse logiciel de gestion C++ - 44100 Nantes - Indeed.fr,Logicmax Technologie,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur front end (applications navales) H/F,Développeur front end (applications navales) H/F - Nantes (44) - Indeed.fr,Naval Group,Naval Group,158,"4,2","4,2","4,2","3,8","3,6","3,9"
ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F),ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F) - Nantes (44) - Indeed.fr,Euro Information,Euro Information,7,"3,9","4,4","3,4","3,8","3,4","3,4"
Développeur Java JEE H/F,Développeur Java JEE H/F - Nantes (44) - Indeed.fr,GFI,GFI,108,"3,3","3,4","2,8","2,8","2,9","3,0"
ANALYSTE DÉVELOPPEUR - PLATEFORME CARTOGRAPHIE (H/F),ANALYSTE DÉVELOPPEUR - PLATEFORME CARTOGRAPHIE (H/F) - Nantes (44) - Indeed.fr,Euro Information,Euro Information,7,"3,9","4,4","3,4","3,8","3,4","3,4"
ANALYSTE DÉVELOPPEUR WEB (H/F),ANALYSTE DÉVELOPPEUR WEB (H/F) - Nantes (44) - Indeed.fr,Euro Information,Euro Information,7,"3,9","4,4","3,4","3,8","3,4","3,4"
ANALYSTE DÉVELOPPEUR WEB (H/F),ANALYSTE DÉVELOPPEUR WEB (H/F) - Nantes (44) - Indeed.fr,Crédit mutuel,Crédit Mutuel,422,"4,0","3,9","3,7","3,6","3,5","3,8"
Développeur Java Web/Mobile,Développeur Java Web/Mobile - Nantes (44) - Indeed.fr,Progressive Recruitment,Progressive Recruitment,34,"3,5","3,4","3,2","3,1","3,1","3,3"
Développeur Java / Eclipse / Freelance,Développeur Java / Eclipse / Freelance - Nantes (44) - Indeed.fr,Freelance.com,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Fullstack Java / Angular (Éditeur) - H/F,Développeur Fullstack Java / Angular (Éditeur) - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Développeur ETL SSIS / Freelance,Développeur ETL SSIS / Freelance - Nantes (44) - Indeed.fr,CS Group Solutions,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Mobile / Nantes Est - H/F,Développeur Mobile / Nantes Est - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Développeur Java Script (H/F),Développeur Java Script (H/F) - Loire-Atlantique - Indeed.fr,Alternium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Java – Web/Mobile Senior (h/f) / Freelance,Développeur Java – Web/Mobile Senior (h/f) / Freelance - Nantes (44) - Indeed.fr,emagine,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Web DRUPAL Agence (H/F),Développeur Web DRUPAL Agence (H/F) - Nantes (44) - Indeed.fr,EXTERNATIC,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lead Développeur mobile React Native - H/F,Lead Développeur mobile React Native - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Directeur du campus,Directeur du campus - Nantes (44) - Indeed.fr,IMIE Nantes,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Web Developer H/F,Web Developer H/F - Nantes (44) - Indeed.fr,JES,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Mobile cross plateforme (H/F) - Agence Web,Développeur Mobile cross plateforme (H/F) - Agence Web - Nantes (44) - Indeed.fr,Neovity,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur/Développeuse logiciel de gestion C++,Développeur/Développeuse logiciel de gestion C++ - 44100 Nantes - Indeed.fr,Logicmax Technologie,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Commercial Grands Comptes.H/F,Commercial Grands Comptes.H/F - Nantes (44) - Indeed.fr,JES,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F),ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F) - Nantes (44) - Indeed.fr,Euro Information,Euro Information,7,"3,9","4,4","3,4","3,8","3,4","3,4"
Directeur du campus,Directeur du campus - Nantes (44) - Indeed.fr,IMIE Nantes,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ANALYSTE DÉVELOPPEUR - PLATEFORME CARTOGRAPHIE (H/F),ANALYSTE DÉVELOPPEUR - PLATEFORME CARTOGRAPHIE (H/F) - Nantes (44) - Indeed.fr,Euro Information,Euro Information,7,"3,9","4,4","3,4","3,8","3,4","3,4"
Développeur Mobile cross plateforme (H/F) - Agence Web,Développeur Mobile cross plateforme (H/F) - Agence Web - Nantes (44) - Indeed.fr,Neovity,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Concepteur Développeur Power BI H/F,Concepteur Développeur Power BI H/F - Nantes (44) - Indeed.fr,CGI,CGI Group,2,"3,7","3,7","3,5","3,3","3,3","3,5"
Développeur Java JEE sur Nantes / Freelance,Développeur Java JEE sur Nantes / Freelance - Nantes (44) - Indeed.fr,Acensi,ACENSI,6,"3,3","3,0","2,2","2,6","3,2","3,0"
Développeur JAVA / Eclipse - 38057 - Nantes,Développeur JAVA / Eclipse - 38057 - Nantes - Nantes (44) - Indeed.fr,montreal,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4 x contrats de développeur Java à Nantes! / Freelance,4 x contrats de développeur Java à Nantes! / Freelance - Nantes (44) - Indeed.fr,Linksap Europe Ltd,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur .NET / Freelance,Développeur .NET / Freelance - Saint-Herblain (44) - Indeed.fr,STAR TEC INFORMATIQUE,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur Sage X3 - Nantes (H/F),Développeur Sage X3 - Nantes (H/F) - Nantes (44) - Indeed.fr,Kanopé RH,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DEVELOPPEURS C++ F/H,DEVELOPPEURS C++ F/H - Saint-Herblain (44) - Indeed.fr,EXPANDIUM,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur .net / Freelance,Développeur .net / Freelance - Nantes (44) - Indeed.fr,CS Group Solutions,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur C++ (éditeur de logiciel) - H/F,Développeur C++ (éditeur de logiciel) - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Développeur C# / .Net (éditeur de logiciel) - H/F,Développeur C# / .Net (éditeur de logiciel) - H/F - Nantes (44) - Indeed.fr,Seyos,Seyos,4,"5,0","4,7","4,0","4,5","5,0","5,0"
Développeur DRUPAL,Développeur DRUPAL - France - Indeed.fr,AGENCE NET DESIGN & PAPRIKA,AGENCE NET DESIGN,2,"4,5","4,5","3,0","3,5","4,0","4,0"
Developpeur Fullstack Java H/f,Developpeur Fullstack Java H/f - 44300 Nantes - Indeed.fr,ACII,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur(euse) FullStack Java - Nantes !!,Développeur(euse) FullStack Java - Nantes !! - Nantes (44) - Indeed.fr,Delia Technologies,Delia Technologies,2,"5,0","4,5","5,0","5,0","5,0","4,5"
Commercial Grands Comptes.H/F,Commercial Grands Comptes.H/F - Nantes (44) - Indeed.fr,JES,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur(euse) FullStack Java - Nantes !!,Développeur(euse) FullStack Java - Nantes !! - Nantes (44) - Indeed.fr,Delia Technologies,Delia Technologies,2,"5,0","4,5","5,0","5,0","5,0","4,5"
CONCEPTEUR-DÉVELOPPEUR DOT NET FULLSTACK H/F,CONCEPTEUR-DÉVELOPPEUR DOT NET FULLSTACK H/F - 44000 Nantes - Indeed.fr,Cooptalis,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Développeur/Développeuse logiciel de gestion C++,Développeur/Développeuse logiciel de gestion C++ - 44100 Nantes - Indeed.fr,Logicmax Technologie,,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F),ANALYSTE DÉVELOPPEUR - OUTILS COLLABORATIFS (H/F) - Nantes (44) - Indeed.fr,Euro Information,Euro Information,7,"3,9","4,4","3,4","3,8","3,4","3,4"
Développeur Java / J2ee (H/F) – Nantes (44),Développeur Java / J2ee (H/F) – Nantes (44) - Nantes (44) - Indeed.fr,Synchrone,SYNCHRONE,6,"4,2","3,8","3,7","4,3","4,0","4,3"
Développeur H/F,Développeur H/F - Nantes (44) - Indeed.fr,Compte Nickel,Compte Nickel,13,"3,6","3,8","2,8","3,6","3,8","3,7"
Développeur informatique C# Nantes (H/F),Développeur informatique C# Nantes (H/F) - 44000 Nantes - Indeed.fr,Manpower,Manpower,14,"3,8","3,7","3,3","3,2","3,5","3,6"
